id,sample,library,fq1,fq2,sample_number,cell_type,stage,timepoint,cross,animal_id,slx_identifier,index_true_seq,run,pool,lane_number,date_sorted,rin,rna_qubit_concentration_ng_ul,library_prep_date,rin_category,ddw_ul,library_prep_input_in_ul_10ng,index,library_concentration_from_qubit_ng_ul,average_library_size_according_to_the_bioanalyzer_bp,library_concentration_n_m,comments
SLX-18912.D708rna_D502rna,luminaldifferentiated_t0_cb_M00308039,LIB358,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D708rna_D502rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D708rna_D502rna.H77FWDSXY.s_3.r_2.fq.gz,358,luminal differentiated,nulliparous,t0,cb,M00308039,SLX-18912,D708rna_D502rna,NovaSeq_Run_3,pool_13_16,13,2018-11-28T00:00:00Z,8.2,4.8,2020-01-22,hi,5.916666666666666,2.0833333333333335,5'8+3'2,1.91,417,6.93990262335586,NA
SLX-18912.D707rna_D502rna,luminaldifferentiated_t0_cb_M00308038,LIB357,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D707rna_D502rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D707rna_D502rna.H77FWDSXY.s_3.r_2.fq.gz,357,luminal differentiated,nulliparous,t0,cb,M00308038,SLX-18912,D707rna_D502rna,NovaSeq_Run_3,pool_13_16,13,2018-11-28T00:00:00Z,8.2,7.18,2020-01-22,hi,6.607242339832869,1.392757660167131,5'7+3'2,1.8,435,6.269592476489028,NA
SLX-18912.D705rna_D502rna,luminaldifferentiated_t0_bc_M00308169,LIB353,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D705rna_D502rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D705rna_D502rna.H77FWDSXY.s_3.r_2.fq.gz,353,luminal differentiated,nulliparous,t0,bc,M00308169,SLX-18912,D705rna_D502rna,NovaSeq_Run_3,pool_13_16,13,2018-12-03T00:00:00Z,9.8,5.96,2020-01-22,hi,6.322147651006711,1.6778523489932886,5'5+3'2,2.7,378,10.822510822510823,NA
SLX-18912.D706rna_D502rna,luminaldifferentiated_t0_bc_M00308170,LIB354,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D706rna_D502rna.H77FWDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_3/SLX-18912/SLX-18912.D706rna_D502rna.H77FWDSXY.s_3.r_2.fq.gz,354,luminal differentiated,nulliparous,t0,bc,M00308170,SLX-18912,D706rna_D502rna,NovaSeq_Run_3,pool_13_16,13,2018-12-06T00:00:00Z,9.1,5.78,2020-01-22,hi,6.269896193771626,1.7301038062283736,5'6+3'2,3.8,383,15.032834876176912,NA
SLX-18042.D701rna_D505rna,stromal_t1_bc_M00323192,LIB49,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D701rna_D505rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D701rna_D505rna.H3YKJDSXY.s_4.r_2.fq.gz,49,stromal,gestation d5.5,t1,bc,M00323192 (AFGH50),SLX-18042,D701rna_D505rna,NovaSeq_Run_1,pool_1_4,3,2019-03-27T00:00:00Z,9.4,23.4,2020-01-06,hi,7.590163934426229,0.4098360655737705,5'1+3'5,11.6,372,47.246660149885955,NA
SLX-18042.D703rna_D505rna,stromal_t1_cb_M00338805,LIB53,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D703rna_D505rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D703rna_D505rna.H3YKJDSXY.s_4.r_2.fq.gz,53,stromal,gestation d5.5,t1,cb,M00338805 (AFGY53),SLX-18042,D703rna_D505rna,NovaSeq_Run_1,pool_1_4,3,2019-05-15T00:00:00Z,9.6,9.62,2020-01-06,hi,7.705882352941177,0.29411764705882354,5'3+3'5,1.76,387,6.890611541774332,NA
SLX-18042.D704rna_D505rna,stromal_t1_cb_M00349484,LIB54,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D704rna_D505rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D704rna_D505rna.H3YKJDSXY.s_4.r_2.fq.gz,54,stromal,gestation d5.5,t1,cb,M00349484 (AFGY67),SLX-18042,D704rna_D505rna,NovaSeq_Run_1,pool_1_4,3,2019-06-10T00:00:00Z,9.2,11.4,2020-01-06,hi,7.795081967213115,0.20491803278688525,5'4+3'5,3.96,355,16.901408450704224,NA
SLX-18042.D702rna_D505rna,stromal_t1_bc_M00329354,LIB50,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D702rna_D505rna.H3YKJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18042/SLX-18042.D702rna_D505rna.H3YKJDSXY.s_4.r_2.fq.gz,50,stromal,gestation d5.5,t1,bc,M00329354.(AFGH57),SLX-18042,D702rna_D505rna,NovaSeq_Run_1,pool_1_4,3,2019-04-03T00:00:00Z,9.4,21.4,2020-01-06,hi,7.85632183908046,0.14367816091954025,5'2+3'5,4.32,359,18.23246391491517,NA
SLX-18044.D701rna_D507rna,stromal_t1_bc_M00332633,LIB51,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D701rna_D507rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D701rna_D507rna.H3YKJDSXY.s_2.r_2.fq.gz,51,stromal,gestation d5.5,t1,bc,M00332633 (AFGH64),SLX-18044,D701rna_D507rna,NovaSeq_Run_1,pool_1_4,4,2019-05-15T00:00:00Z,9.6,9.7,2020-01-06,hi,7.6453900709219855,0.3546099290780142,5'1+3'7,4.86,367,20.064404260589548,NA
SLX-18044.D702rna_D507rna,stromal_t1_bc_M00332634,LIB52,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D702rna_D507rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D702rna_D507rna.H3YKJDSXY.s_2.r_2.fq.gz,52,stromal,gestation d5.5,t1,bc,M00332634 (AFGH65),SLX-18044,D702rna_D507rna,NovaSeq_Run_1,pool_1_4,4,2019-05-15T00:00:00Z,9.2,10.2,2020-01-06,hi,7.45945945945946,0.5405405405405406,5'2+3'7,3.76,379,15.031582313904213,NA
SLX-18044.D704rna_D507rna,stromal_t1_cb_M00344075,LIB56,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D704rna_D507rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D704rna_D507rna.H3YKJDSXY.s_2.r_2.fq.gz,56,stromal,gestation d5.5,t1,cb,M00344075 (AFGY58),SLX-18044,D704rna_D507rna,NovaSeq_Run_1,pool_1_4,4,2019-06-24T00:00:00Z,8.6,7.18,2020-01-06,hi,7.96875,0.03125,5'4+3'7,6.34,361,26.609586166372868,NA
SLX-18044.D703rna_D507rna,stromal_t1_cb_M00349486,LIB55,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D703rna_D507rna.H3YKJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_1/SLX-18044/SLX-18044.D703rna_D507rna.H3YKJDSXY.s_2.r_2.fq.gz,55,stromal,gestation d5.5,t1,cb,M00349486 (AFGY69),SLX-18044,D703rna_D507rna,NovaSeq_Run_1,pool_1_4,4,2019-06-10T00:00:00Z,9.5,9.9,2020-01-06,hi,7.693251533742331,0.3067484662576687,5'3+3'7,4.86,366,20.119225037257827,NA
SLX-19103.D704rna_D502rna,luminalprogenitors_t1_cb_M00349484,LIB438,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D704rna_D502rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D704rna_D502rna.H7FTJDSXY.s_2.r_2.fq.gz,438,luminal progenitors,gestation d5.5,t1,cb,M00349484 (AFGY67),SLX-19103,D704rna_D502rna,NovaSeq_Run_5,pool_17_20,17,2019-06-10T00:00:00Z,9.5,9.72,2020-01-27,hi,6.97119341563786,1.02880658436214,5'4+3'2,4,405,14.964459408903853,NA
SLX-19103.D703rna_D502rna,luminalprogenitors_t1_cb_M00338805,LIB437,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D703rna_D502rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D703rna_D502rna.H7FTJDSXY.s_2.r_2.fq.gz,437,luminal progenitors,gestation d5.5,t1,cb,M00338805 (AFGY53),SLX-19103,D703rna_D502rna,NovaSeq_Run_5,pool_17_20,17,2019-05-15T00:00:00Z,9.2,14.7,2020-01-27,hi,7.319727891156463,0.6802721088435374,5'3+3'2,2.2,415,8.032128514056225,NA
SLX-19103.D702rna_D502rna,luminalprogenitors_t1_bc_M00329354,LIB434,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D702rna_D502rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D702rna_D502rna.H7FTJDSXY.s_2.r_2.fq.gz,434,luminal progenitors,gestation d5.5,t1,bc,M00329354.(AFGH57),SLX-19103,D702rna_D502rna,NovaSeq_Run_5,pool_17_20,17,2019-04-03T00:00:00Z,9.9,17.1,2020-01-27,hi,7.415204678362573,0.5847953216374269,5'2+3'2,2.98,418,10.801797883137597,NA
SLX-19103.D701rna_D502rna,luminalprogenitors_t1_bc_M00323192,LIB433,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D701rna_D502rna.H7FTJDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19103/SLX-19103.D701rna_D502rna.H7FTJDSXY.s_2.r_2.fq.gz,433,luminal progenitors,gestation d5.5,t1,bc,M00323192 (AFGH50),SLX-19103,D701rna_D502rna,NovaSeq_Run_5,pool_17_20,17,2019-03-27T00:00:00Z,9.6,15.2,2020-01-27,hi,7.342105263157895,0.6578947368421053,5'1+3'2,3.66,419,13.234975048817532,NA
SLX-19087.D709rna_D507rna,endothelial_t1_bc_M00332633,LIB427,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D709rna_D507rna.H7FTJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D709rna_D507rna.H7FTJDSXY.s_1.r_2.fq.gz,427,endothelial,gestation d5.5,t1,bc,M00332633 (AFGH64),SLX-19087,D709rna_D507rna,NovaSeq_Run_5,pool_17_20,20,2019-05-15T00:00:00Z,7.9,1.4666666666666668,2020-01-27,hi,1.1818181818181825,6.8181818181818175,5'9+3'7,0.898,424,3.2089765580331617,"used less, ran out"
SLX-19087.D712rna_D507rna,endothelial_t1_cb_M00344075,LIB432,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D712rna_D507rna.H7FTJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D712rna_D507rna.H7FTJDSXY.s_1.r_2.fq.gz,432,endothelial,gestation d5.5,t1,cb,M00344075 (AFGY58),SLX-19087,D712rna_D507rna,NovaSeq_Run_5,pool_17_20,20,2019-06-24T00:00:00Z,NA,NA,2020-01-27,hi,0,8,5'12+3'7,1.53,395,5.868814729574223,"used less, ran out"
SLX-19087.D710rna_D507rna,endothelial_t1_bc_M00332634,LIB428,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D710rna_D507rna.H7FTJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D710rna_D507rna.H7FTJDSXY.s_1.r_2.fq.gz,428,endothelial,gestation d5.5,t1,bc,M00332634 (AFGH65),SLX-19087,D710rna_D507rna,NovaSeq_Run_5,pool_17_20,20,2019-05-15T00:00:00Z,8.5,5,2020-01-27,hi,6,2,5'10+3'7,0.818,415,2.98649142022636,NA
SLX-19087.D711rna_D507rna,endothelial_t1_cb_M00349486,LIB431,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D711rna_D507rna.H7FTJDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19087/SLX-19087.D711rna_D507rna.H7FTJDSXY.s_1.r_2.fq.gz,431,endothelial,gestation d5.5,t1,cb,M00349486 (AFGY69),SLX-19087,D711rna_D507rna,NovaSeq_Run_5,pool_17_20,20,2019-06-10T00:00:00Z,7,1.5333333333333332,2020-01-27,med hi,1.4782608695652169,6.521739130434783,5'11+3'7,3.28,392,12.677798392084107,"used less, ran out"
SLX-19105.D711rna_D505rna,endothelial_t1_cb_M00338805,LIB429,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D711rna_D505rna.H7FTJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D711rna_D505rna.H7FTJDSXY.s_4.r_2.fq.gz,429,endothelial,gestation d5.5,t1,cb,M00338805 (AFGY53),SLX-19105,D711rna_D505rna,NovaSeq_Run_5,pool_17_20,19,2019-05-15T00:00:00Z,7.8,1.5333333333333332,2020-01-27,hi,1.4782608695652169,6.521739130434783,5'11+3'5,1.66,407,6.1797334524607255,"used less, ran out"
SLX-19105.D710rna_D505rna,endothelial_t1_bc_M00329354,LIB426,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D710rna_D505rna.H7FTJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D710rna_D505rna.H7FTJDSXY.s_4.r_2.fq.gz,426,endothelial,gestation d5.5,t1,bc,M00329354.(AFGH57),SLX-19105,D710rna_D505rna,NovaSeq_Run_5,pool_17_20,19,2019-04-03T00:00:00Z,9.2,14.1,2020-01-27,hi,7.290780141843972,0.7092198581560284,5'10+3'5,1.86,423,6.662368364496024,NA
SLX-19105.D709rna_D505rna,endothelial_t1_bc_M00323192,LIB425,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D709rna_D505rna.H7FTJDSXY.s_4.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19105/SLX-19105.D709rna_D505rna.H7FTJDSXY.s_4.r_2.fq.gz,425,endothelial,gestation d5.5,t1,bc,M00323192 (AFGH50),SLX-19105,D709rna_D505rna,NovaSeq_Run_5,pool_17_20,19,2019-03-27T00:00:00Z,9.4,12.2,2020-01-27,hi,7.1803278688524586,0.819672131147541,5'9+3'5,4.68,383,18.514122952765252,NA
SLX-19104.D704rna_D504rna,luminalprogenitors_t1_cb_M00344075,LIB440,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D704rna_D504rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D704rna_D504rna.H7FTJDSXY.s_3.r_2.fq.gz,440,luminal progenitors,gestation d5.5,t1,cb,M00344075 (AFGY58),SLX-19104,D704rna_D504rna,NovaSeq_Run_5,pool_17_20,18,2019-06-24T00:00:00Z,9.3,7.7,2020-01-27,hi,6.701298701298701,1.2987012987012987,5'4+3'4,8.84,372,36.00521342456827,NA
SLX-19104.D703rna_D504rna,luminalprogenitors_t1_cb_M00349486,LIB439,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D703rna_D504rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D703rna_D504rna.H7FTJDSXY.s_3.r_2.fq.gz,439,luminal progenitors,gestation d5.5,t1,cb,M00349486 (AFGY69),SLX-19104,D703rna_D504rna,NovaSeq_Run_5,pool_17_20,18,2019-06-10T00:00:00Z,9.6,11.6,2020-01-27,hi,7.137931034482759,0.8620689655172414,5'3+3'4,4.5,407,16.752289479562208,NA
SLX-19104.D702rna_D504rna,luminalprogenitors_t1_bc_M00332634,LIB436,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D702rna_D504rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D702rna_D504rna.H7FTJDSXY.s_3.r_2.fq.gz,436,luminal progenitors,gestation d5.5,t1,bc,M00332634 (AFGH65),SLX-19104,D702rna_D504rna,NovaSeq_Run_5,pool_17_20,18,2019-05-15T00:00:00Z,8.1,15.1,2020-01-27,hi,7.337748344370861,0.6622516556291391,5'2+3'4,1.17,391,4.533829342013485,NA
SLX-19104.D701rna_D504rna,luminalprogenitors_t1_bc_M00332633,LIB435,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D701rna_D504rna.H7FTJDSXY.s_3.r_1.fq.gz,data/raw/reads/NovaSeq_Run_5/SLX-19104/SLX-19104.D701rna_D504rna.H7FTJDSXY.s_3.r_2.fq.gz,435,luminal progenitors,gestation d5.5,t1,bc,M00332633 (AFGH64),SLX-19104,D701rna_D504rna,NovaSeq_Run_5,pool_17_20,18,2019-05-15T00:00:00Z,9.3,8.6,2020-01-27,hi,6.837209302325581,1.1627906976744187,5'1+3'4,1.04,429,3.6730945821854912,NA
SLX-18914.D711rna_D504rna,adipocytes_t1_cb_M00349486,LIB375,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D711rna_D504rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D711rna_D504rna.H7FT5DSXY.s_1.r_2.fq.gz,375,adipocytes,gestation d5.5,t1,cb,M00349486 (AFGY69),SLX-18914,D711rna_D504rna,NovaSeq_Run_4,pool_13_16,14,2019-06-10T00:00:00Z,4.7,8.08,2020-01-22,med lo,6.762376237623762,1.2376237623762376,5'11+3'4,3.48,429,12.290739563466836,NA
SLX-18914.D712rna_D504rna,adipocytes_t1_cb_M00344075,LIB376,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D712rna_D504rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D712rna_D504rna.H7FT5DSXY.s_1.r_2.fq.gz,376,adipocytes,gestation d5.5,t1,cb,M00344075 (AFGY58),SLX-18914,D712rna_D504rna,NovaSeq_Run_4,pool_13_16,14,2019-06-24T00:00:00Z,NA,32.4,2020-01-22,hi,7.6913580246913575,0.308641975308642,5'12+3'4,3.34,385,13.144431326249506,NA
SLX-18914.D710rna_D504rna,adipocytes_t1_bc_M00332634,LIB372,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D710rna_D504rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D710rna_D504rna.H7FT5DSXY.s_1.r_2.fq.gz,372,adipocytes,gestation d5.5,t1,bc,M00332634 (AFGH65),SLX-18914,D710rna_D504rna,NovaSeq_Run_4,pool_13_16,14,2019-05-15T00:00:00Z,7.7,40.4,2020-01-22,hi,7.752475247524752,0.24752475247524752,5'10+3'4,3.5,365,14.528850145288501,NA
SLX-18914.D709rna_D504rna,adipocytes_t1_bc_M00332633,LIB371,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D709rna_D504rna.H7FT5DSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-18914/SLX-18914.D709rna_D504rna.H7FT5DSXY.s_1.r_2.fq.gz,371,adipocytes,gestation d5.5,t1,bc,M00332633 (AFGH64),SLX-18914,D709rna_D504rna,NovaSeq_Run_4,pool_13_16,14,2019-05-15T00:00:00Z,7.8,20.2,2020-01-22,hi,7.5049504950495045,0.49504950495049505,5'9+3'4,5.7,378,22.84752284752285,NA
SLX-19102.D705rna_D508rna,luminaldifferentiated_t1_bc_M00332633,LIB363,data/raw/reads/NovaSeq_Run_4/SLX-19102/SLX-19102.D705rna_D508rna.H7FT5DSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19102/SLX-19102.D705rna_D508rna.H7FT5DSXY.s_2.r_2.fq.gz,363,luminal differentiated,gestation d5.5,t1,bc,M00332633 (AFGH64),SLX-19102,D705rna_D508rna,NovaSeq_Run_4,pool_13_16,16,2019-05-15T00:00:00Z,9.7,9.56,2020-01-22,hi,6.95397489539749,1.0460251046025104,5'5+3'8,2.66,412,9.782288908502501,NA
SLX-19102.D708rna_D508rna,luminaldifferentiated_t1_cb_M00344075,LIB368,data/raw/reads/NovaSeq_Run_4/SLX-19102/SLX-19102.D708rna_D508rna.H7FT5DSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19102/SLX-19102.D708rna_D508rna.H7FT5DSXY.s_2.r_2.fq.gz,368,luminal differentiated,gestation d5.5,t1,cb,M00344075 (AFGY58),SLX-19102,D708rna_D508rna,NovaSeq_Run_4,pool_13_16,16,2019-06-24T00:00:00Z,9,4.8,2020-01-22,hi,5.916666666666666,2.0833333333333335,5'8+3'8,6.3,418,22.836015658982166,NA
SLX-19102.D707rna_D508rna,luminaldifferentiated_t1_cb_M00349486,LIB367,data/raw/reads/NovaSeq_Run_4/SLX-19102/SLX-19102.D707rna_D508rna.H7FT5DSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19102/SLX-19102.D707rna_D508rna.H7FT5DSXY.s_2.r_2.fq.gz,367,luminal differentiated,gestation d5.5,t1,cb,M00349486 (AFGY69),SLX-19102,D707rna_D508rna,NovaSeq_Run_4,pool_13_16,16,2019-06-10T00:00:00Z,9.9,7.3,2020-01-22,hi,6.63013698630137,1.36986301369863,5'7+3'8,3.82,373,15.517101307986024,NA
SLX-19102.D706rna_D508rna,luminaldifferentiated_t1_bc_M00332634,LIB364,data/raw/reads/NovaSeq_Run_4/SLX-19102/SLX-19102.D706rna_D508rna.H7FT5DSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_4/SLX-19102/SLX-19102.D706rna_D508rna.H7FT5DSXY.s_2.r_2.fq.gz,364,luminal differentiated,gestation d5.5,t1,bc,M00332634 (AFGH65),SLX-19102,D706rna_D508rna,NovaSeq_Run_4,pool_13_16,16,2019-05-15T00:00:00Z,9.5,10.4,2020-01-22,hi,7.038461538461538,0.9615384615384615,5'6+3'8,2.86,382,11.343804537521814,NA
SLX-18047.D708rna_D501rna,basal_t1_cb_M00349484,LIB14,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D708rna_D501rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D708rna_D501rna.H73NVDSXY.s_2.r_2.fq.gz,14,basal,gestation d5.5,t1,cb,M00349484 (AFGY67),SLX-18047,D708rna_D501rna,NovaSeq_Run_2,pool_1_4,1,2019-06-10T00:00:00Z,9.8,19.8,2020-01-02,hi,7.494949494949495,0.5050505050505051,5'8+3'1,4.76,410,17.590539541759053,NA
SLX-18047.D705rna_D501rna,basal_t1_bc_M00323192,LIB9,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D705rna_D501rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D705rna_D501rna.H73NVDSXY.s_2.r_2.fq.gz,9,basal,gestation d5.5,t1,bc,M00323192 (AFGH50),SLX-18047,D705rna_D501rna,NovaSeq_Run_2,pool_1_4,1,2019-03-27T00:00:00Z,9.5,24.2,2020-01-02,hi,7.586776859504132,0.4132231404958678,5'5+3'1,6.58,404,24.677467746774678,NA
SLX-18047.D707rna_D501rna,basal_t1_cb_M00338805,LIB13,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D707rna_D501rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D707rna_D501rna.H73NVDSXY.s_2.r_2.fq.gz,13,basal,gestation d5.5,t1,cb,M00338805 (AFGY53),SLX-18047,D707rna_D501rna,NovaSeq_Run_2,pool_1_4,1,2019-05-15T00:00:00Z,9.7,26.6,2020-01-02,hi,7.62406015037594,0.37593984962406013,5'7+3'1,4.08,411,15.040920150409203,NA
SLX-18047.D706rna_D501rna,basal_t1_bc_M00329354,LIB10,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D706rna_D501rna.H73NVDSXY.s_2.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18047/SLX-18047.D706rna_D501rna.H73NVDSXY.s_2.r_2.fq.gz,10,basal,gestation d5.5,t1,bc,M00329354.(AFGH57),SLX-18047,D706rna_D501rna,NovaSeq_Run_2,pool_1_4,1,2019-04-03T00:00:00Z,9.5,17.2,2020-01-02,hi,7.4186046511627906,0.5813953488372093,5'6+3'1,8.02,390,31.157731157731156,NA
SLX-18041.D705rna_D503rna,basal_t1_bc_M00332633,LIB11,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D705rna_D503rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D705rna_D503rna.H73NVDSXY.s_1.r_2.fq.gz,11,basal,gestation d5.5,t1,bc,M00332633 (AFGH64),SLX-18041,D705rna_D503rna,NovaSeq_Run_2,pool_1_4,2,2019-05-15T00:00:00Z,9.8,24,2020-01-02,hi,7.583333333333333,0.4166666666666667,5'5+3'3,10.4,403,39.100684261974585,NA
SLX-18041.D708rna_D503rna,basal_t1_cb_M00344075,LIB16,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D708rna_D503rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D708rna_D503rna.H73NVDSXY.s_1.r_2.fq.gz,16,basal,gestation d5.5,t1,cb,M00344075 (AFGY58),SLX-18041,D708rna_D503rna,NovaSeq_Run_2,pool_1_4,2,2019-06-24T00:00:00Z,9.3,13.1,2020-01-02,hi,7.236641221374046,0.7633587786259542,5'8+3'3,8.38,387,32.80870722731188,NA
SLX-18041.D707rna_D503rna,basal_t1_cb_M00349486,LIB15,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D707rna_D503rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D707rna_D503rna.H73NVDSXY.s_1.r_2.fq.gz,15,basal,gestation d5.5,t1,cb,M00349486 (AFGY69),SLX-18041,D707rna_D503rna,NovaSeq_Run_2,pool_1_4,2,2019-06-10T00:00:00Z,9.7,14.3,2020-01-02,hi,7.300699300699301,0.6993006993006993,5'7+3'3,3.76,464,12.277951933124347,NA
SLX-18041.D706rna_D503rna,basal_t1_bc_M00332634,LIB12,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D706rna_D503rna.H73NVDSXY.s_1.r_1.fq.gz,data/raw/reads/NovaSeq_Run_2/SLX-18041/SLX-18041.D706rna_D503rna.H73NVDSXY.s_1.r_2.fq.gz,12,basal,gestation d5.5,t1,bc,M00332634 (AFGH65),SLX-18041,D706rna_D503rna,NovaSeq_Run_2,pool_1_4,2,2019-05-15T00:00:00Z,9.6,15.7,2020-01-02,hi,7.3630573248407645,0.6369426751592357,5'6+3'3,3.62,385,14.246359700905154,NA
